
=================================================================================================================================
IPv4 Statistics/All Addresses:
Topic / Item      Count         Average       Min Val       Max Val       Rate (ms)     Percent       Burst Rate    Burst Start  
---------------------------------------------------------------------------------------------------------------------------------
All Addresses     2184                                                    0,0397        100%          0,1700        152,792      
 128.37.45.181    9                                                       0,0002        0,41%         0,0200        152,796      
 128.138.185.50   4                                                       0,0001        0,18%         0,0200        175,629      
 128.11.235.71    7                                                       0,0001        0,32%         0,0200        150,941      
 127.95.60.84     9                                                       0,0002        0,41%         0,0200        148,487      
 127.15.143.154   7                                                       0,0001        0,32%         0,0200        150,981      
 127.120.150.223  9                                                       0,0002        0,41%         0,0200        148,536      
 126.224.68.72    9                                                       0,0002        0,41%         0,0200        149,102      
 125.246.52.11    9                                                       0,0002        0,41%         0,0200        148,685      
 125.102.103.154  6                                                       0,0001        0,27%         0,0200        175,275      
 124.235.88.221   8                                                       0,0001        0,37%         0,0200        143,947      
 123.88.119.72    7                                                       0,0001        0,32%         0,0200        159,548      
 123.86.142.41    8                                                       0,0001        0,37%         0,0200        147,869      
 123.63.50.29     7                                                       0,0001        0,32%         0,0200        150,878      
 123.106.18.59    7                                                       0,0001        0,32%         0,0200        174,008      
 122.88.32.246    4                                                       0,0001        0,18%         0,0200        179,607      
 122.85.127.1     9                                                       0,0002        0,41%         0,0200        148,607      
 122.239.87.40    9                                                       0,0002        0,41%         0,0200        149,453      
 122.174.133.146  7                                                       0,0001        0,32%         0,0200        156,987      
 122.150.130.14   9                                                       0,0002        0,41%         0,0200        145,491      
 122.127.140.56   4                                                       0,0001        0,18%         0,0200        173,520      
 122.122.129.110  6                                                       0,0001        0,27%         0,0200        162,708      
 121.82.130.156   4                                                       0,0001        0,18%         0,0200        177,060      
 121.181.6.106    6                                                       0,0001        0,27%         0,0200        162,550      
 121.181.101.69   7                                                       0,0001        0,32%         0,0200        162,918      
 120.5.150.166    7                                                       0,0001        0,32%         0,0200        157,070      
 119.71.133.246   6                                                       0,0001        0,27%         0,0200        171,095      
 119.184.58.122   9                                                       0,0002        0,41%         0,0200        153,983      
 119.165.129.155  8                                                       0,0001        0,37%         0,0200        144,297      
 118.84.96.144    6                                                       0,0001        0,27%         0,0200        173,306      
 118.84.194.108   7                                                       0,0001        0,32%         0,0200        154,053      
 118.223.15.110   9                                                       0,0002        0,41%         0,0200        143,207      
 117.170.27.145   9                                                       0,0002        0,41%         0,0200        145,561      
 116.32.129.74    6                                                       0,0001        0,27%         0,0200        173,358      
 116.226.70.182   4                                                       0,0001        0,18%         0,0200        173,487      
 115.230.75.45    4                                                       0,0001        0,18%         0,0200        171,943      
 115.215.171.41   6                                                       0,0001        0,27%         0,0200        163,706      
 115.193.84.14    6                                                       0,0001        0,27%         0,0200        171,187      
 115.165.73.22    8                                                       0,0001        0,37%         0,0200        143,994      
 115.165.35.242   9                                                       0,0002        0,41%         0,0200        148,030      
 114.71.202.198   7                                                       0,0001        0,32%         0,0200        162,375      
 114.43.129.195   7                                                       0,0001        0,32%         0,0200        159,562      
 113.8.239.37     9                                                       0,0002        0,41%         0,0200        148,797      
 113.8.149.156    7                                                       0,0001        0,32%         0,0200        157,158      
 113.60.181.157   6                                                       0,0001        0,27%         0,0200        170,086      
 113.42.248.234   7                                                       0,0001        0,32%         0,0200        155,416      
 113.33.52.142    6                                                       0,0001        0,27%         0,0200        169,774      
 113.213.124.149  9                                                       0,0002        0,41%         0,0200        171,252      
 113.143.60.139   6                                                       0,0001        0,27%         0,0200        163,593      
 113.143.235.108  6                                                       0,0001        0,27%         0,0200        177,696      
 113.143.208.192  7                                                       0,0001        0,32%         0,0200        154,138      
 113.143.149.247  6                                                       0,0001        0,27%         0,0200        170,944      
 112.214.124.24   6                                                       0,0001        0,27%         0,0200        177,737      
 112.190.113.253  7                                                       0,0001        0,32%         0,0200        154,116      
 112.176.219.130  7                                                       0,0001        0,32%         0,0200        156,882      
 112.176.157.166  7                                                       0,0001        0,32%         0,0200        154,027      
 111.117.172.84   7                                                       0,0001        0,32%         0,0200        169,126      
 110.34.111.76    6                                                       0,0001        0,27%         0,0200        169,984      
 110.231.205.198  7                                                       0,0001        0,32%         0,0200        159,524      
 108.140.85.193   9                                                       0,0002        0,41%         0,0200        152,868      
 107.55.128.65    6                                                       0,0001        0,27%         0,0200        170,049      
 107.39.255.36    6                                                       0,0001        0,27%         0,0200        169,789      
 105.150.39.61    7                                                       0,0001        0,32%         0,0200        155,505      
 104.49.45.153    7                                                       0,0001        0,32%         0,0200        152,735      
 104.227.140.31   4                                                       0,0001        0,18%         0,0200        177,026      
 104.179.80.212   9                                                       0,0002        0,41%         0,0200        143,559      
